Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard,Month_num,Date
2000,Qtr 4,October,16,United States,Cessna,Cessna 335N8354N,hillsboro missouri,Private,0,3,3,10,2000-10-16
2000,Qtr 4,October,19,Unknown,Harbin Yunshuji,Harbin Yunshuji Y 12,near sam neua laos,Aviation Lao,0,8,17,10,2000-10-19
2000,Qtr 4,October,25,Unknown,Ilyushin,Ilyushin IL 18DRA,near batumi republic,Force Air Russian - GeorgiaMilitary of,0,86,86,10,2000-10-25
2000,Qtr 4,October,31,Unknown,Antonov,Antonov AN 26D2,near monaquimbundo angola,Aca-Ancargo,0,44,44,10,2000-10-31
2000,Qtr 4,October,31,Unknown,Boeing,Boeing B 747,taipei taiwan,Airlines Singapore,0,83,179,10,2000-10-31
2000,Qtr 4,November,7,Unknown,Antonov,Antonov 32BER AFA,luabo democratic,Aviation CongoMalu Republic,0,2,11,11,2000-11-07
2000,Qtr 4,November,9,India,Swearingen,Swearingen SA.226TC Metro IIN731AC,fort wayne indiana,Aviation Superior,0,1,1,11,2000-11-09
2000,Qtr 4,November,15,Unknown,Antonov,Antonov AN 26D2,near luanda angola,Pesada Asa,0,57,57,11,2000-11-15
2000,Qtr 4,November,20,United States,Airbus,Airbus A300 600RN14056,miami florida,Airlines American,0,1,114,11,2000-11-20
2000,Qtr 4,December,11,Unknown,Cessna,Cessna 206CP 1721,near sumacal beni,BOServicio Aereo Manchupo,0,6,6,12,2000-12-11
2001,Qtr 1,January,4,China,Shaanxi,Shaanxi Yunshuji Y 8/Yunshuji Y,zheng zou ab china,Army Liberation People's - Military,6,16,16,1,2001-01-04
2001,Qtr 1,January,8,Unknown,Casa,CASA 212 MP Aviocar 200U,near silimo indonesia,Navy Indonesia Nasional Tentara - Military,0,9,9,1,2001-01-08
2001,Qtr 1,January,23,United States,Douglas,Douglas C 47A,eider point alaska,Cargo Air Majestic,0,2,2,1,2001-01-23
2001,Qtr 1,January,25,Unknown,Douglas,Douglas DC 3C (C47A,ciudad bolivar venezuela,Airlines Rutaca,0,24,24,1,2001-01-25
2001,Qtr 1,January,27,United States,Beech,Beech King Air 200 CatpassN81PF,byers colorado,Charter Bay North,0,10,10,1,2001-01-27
2001,Qtr 1,January,31,Unknown,Sud Aviation,Sud Aviation SE 210 Caravelle 10RHK,el yopal colombia,Suramericanas Aereas Lineas,0,3,6,1,2001-01-31
2001,Qtr 1,February,8,Unknown,Lear jet,Learjet 35AI MOCO,nurnberg germany,Aeroservizi E.A.S.,0,3,3,2,2001-02-08
2001,Qtr 1,February,8,United States,Swearingen Sa.227At Merlin,Swearingen SA.227AT Merlin IVCN318DH,beaver island minnesota,Center Flight Illinois Northern,0,2,6,2,2001-02-08
2001,Qtr 1,February,10,Unknown,Gaf Nomad,GAF Nomad N24APZ TBP,jakobkondre suriname,Charter Air Gum,0,10,10,2,2001-02-10
2001,Qtr 1,February,27,Unknown,Short Brothers,Shorts 360 100G,near granton harbour scotland,Loganair,0,2,2,2,2001-02-27
2001,Qtr 1,March,3,Unknown,Short Brothers,Short 36093 1336,unadilla georgia,Guard National Army Florida - Military,0,21,21,3,2001-03-03
2001,Qtr 1,March,3,Unknown,Boeing,Boeing B 737,bangkok thailand,Airways Thai,0,1,5,3,2001-03-03
2001,Qtr 1,March,15,Unknown,Tupolev,Tupolev 154MRA 85619,medina saudi,Airlines ArabiaVnukovo,0,3,174,3,2001-03-15
2001,Qtr 1,March,24,Unknown,De Havilland,de Havilland Canada DHC 6 Twin OtterF,gustavia st.,French West Indies          Barthélémy Air Caraibes,1,19,19,3,2001-03-24
2001,Qtr 1,March,26,Unknown,Fokker,Fokker F 27 Friendship 500FPK,jadura indonesia,Airlines Nusantara Merpati,0,3,3,3,2001-03-26
2001,Qtr 1,March,29,United States,Grumman,Grummand Gulfstream IIIN303GA,near aspen colorado,Charter Private - Inc. Jetwingsco,0,18,18,3,2001-03-29
2001,Qtr 2,April,4,Unknown,Antonov,Antonov AN 24,adar yeil sudan,Force Air Sudan - Military,0,14,30,4,2001-04-04
2001,Qtr 2,April,7,Unknown,Mil,Mil Mi 18 HelicopterVN,thanh tranh village vietnam,Account Full - Charter - Vietnam SFC,0,16,16,4,2001-04-07
2001,Qtr 2,April,28,Unknown,Cessna,Cessna  208B Grand CaravanLV WSC,near roque perez argentina,group  Techint - Private,0,10,10,4,2001-04-28
2001,Qtr 2,May,16,Unknown,Casa,CASA CN 235M,malatya turkey,Force Air Turkish - Military,0,34,34,5,2001-05-16
2001,Qtr 2,May,17,Unknown,Fokker,Fokker F 27 Friendship 400MTC,mendoza argentina,Argentina Aérea Fuerza,0,5,5,5,2001-05-17
2001,Qtr 2,May,17,Unknown,Yakovlev,Yakovlev YAK 40EP,near sari iran,Airlines Qeshm Faraz,0,30,30,5,2001-05-17
2001,Qtr 2,May,22,Unknown,Antonov,Antonov 12MGARA 12135,near myakotino russia,Force Air Russian - Military,0,7,7,5,2001-05-22
2001,Qtr 2,June,15,Unknown,Transall C-160,Transall C 160NGPK,jayapura indonesia,Air Manunggal,0,1,19,6,2001-06-15
2001,Qtr 3,July,4,Unknown,Tupolev,Tupolev TU 154MRA,near irkutsk russia,Vladivostokavia,0,145,145,7,2001-07-04
2001,Qtr 3,July,5,Unknown,Sikorsky,Sikorsky S 76B helicopterHL9240,off chinhae south,Shipbuilding Daewoo -  KoreaPrivate,0,8,12,7,2001-07-05
2001,Qtr 3,July,12,Unknown,Antonov,Antonov AN 28 PZL,near puerto cabello venezuela,Company Overtec - Private,0,13,13,7,2001-07-12
2001,Qtr 3,July,14,Unknown,Ilyushin,Ilyushin IL 76RA,near moscow russia,Company Transport Air Russ,0,10,10,7,2001-07-14
2001,Qtr 3,August,5,Unknown,Dassault,Dassault Falcon 20CD CBNA,reykjavík iceland,Air Naske,0,3,3,8,2001-08-05
2001,Qtr 3,August,10,United States,Aerospatiale,Aerospatiale AS350 Eurocopter  helicoperN169PA,near meadview arizona,Vegas Las of Helicopters Canyon Grand Papillon,0,6,7,8,2001-08-10
2001,Qtr 3,August,23,Unknown,Antonov,Antonov 283C LLA,mugogo democratic,Airlines CongoVictoria Republic,0,4,11,8,2001-08-23
2001,Qtr 3,August,24,Unknown,Lear jet,Learjet 25N153TW,ithaca new,Charter Jet YorkAmeristar,0,2,2,8,2001-08-24
2001,Qtr 3,August,24,Portugal,Airbus,Airbus A 330,lajes terceira,Azores Air Transat,0,0,304,8,2001-08-24
2001,Qtr 3,August,29,Spain,Casa,CASA  CN 235,near malaga spain,Mediterráneo Binter,0,4,47,8,2001-08-29
2001,Qtr 3,September,11,Unknown,Boeing,Boeing 767 223ERN334AA,new york city new,Airlines YorkAmerican,2750,92,92,9,2001-09-11
2001,Qtr 3,September,11,Unknown,Boeing,Boeing B 767,new york city new,Lines Air YorkUnited,2750,65,65,9,2001-09-11
2001,Qtr 3,September,11,United States,Boeing,Boeing B 757,shanksville pennsylvania,Lines Air United,0,44,44,9,2001-09-11
2001,Qtr 3,September,11,Unknown,Boeing,Boeing B 757,arlington virginia.american,Airlines,125,64,64,9,2001-09-11
2001,Qtr 3,September,12,Unknown,LET,LET 410UVPXA ACM,near chichen itza mexico,Charter Ferinco Aero,0,19,19,9,2001-09-12
2001,Qtr 3,September,15,Brazil,Fokker,Fokker 100PT MRN,belo horizonte brazil,TAM,0,1,82,9,2001-09-15
2001,Qtr 3,September,18,Unknown,LET,LET 410UVP ETG,guatemala city guatemala,Airlines Atlantic,0,9,13,9,2001-09-18
2001,Qtr 4,October,4,Unknown,Tupolev,Tupolev TU 154MRA,110 miles sw of sochi russia,Airlines Sibir,0,78,78,10,2001-10-04
2001,Qtr 4,October,8,Unknown,McDonnell Douglas,MD  87 / Cessna 525A Citation IISE,milan italy,Private / (SAS) Airlines Scandinavian,4,114,114,10,2001-10-08
2001,Qtr 4,October,8,Canada,De Havilland,de Havilland DHC 2 Mk 1 BeaverC,mollet lake quebec,Canada Air Saint Maurice Inc.,0,3,7,10,2001-10-08
2001,Qtr 4,October,10,United States,Cessna 208,Cessna 208 CaravanN9530F,dillingham alaska,Pen,0,10,10,10,2001-10-10
2001,Qtr 4,October,10,Spain,Swearingen,Swearingen SA 226AT Merlin IVEC,off valencia spain,Flightline,0,10,10,10,2001-10-10
2001,Qtr 4,October,11,Unknown,Swearingen,Swearingen SA.226TC Metro IC GYPA,shamattawa canada,Airlines Perimeter,0,2,3,10,2001-10-11
2001,Qtr 4,October,18,United States,Bell,Bell 206LN400EH,anchorage alaska,Taxi Air - Aviation ERA,0,3,5,10,2001-10-18
2001,Qtr 4,November,12,Unknown,Airbus,Airbus A 300,belle harbor queens,New York American Airlines,5,260,260,11,2001-11-12
2001,Qtr 4,November,19,Unknown,Ilyushin,Ilyushin 18VRA 75840,kalyazin russia,Aero IRS - Charter,0,27,27,11,2001-11-19
2001,Qtr 4,November,22,United States,Lear jet,Learjet 25BN5UJ,pittsburgh pennsylvania,Aviation Jet Universal,0,2,2,11,2001-11-22
2001,Qtr 4,November,23,Unknown,Antonov,Antonov AN 28ES,palade estonia,Eminex) from (leased Co. Aviation ELK,0,2,17,11,2001-11-23
2001,Qtr 4,November,24,Unknown,Bae Avro,BAE Avro RJ100HB IXM,birchwil switzerland,Crossair,0,24,33,11,2001-11-24
2001,Qtr 4,November,27,Unknown,Boeing,Boeing 747 246F9G,port harcourt nigeria,Airlines MK,0,1,13,11,2001-11-27
2001,Qtr 4,December,1,Unknown,Ilyushin,Ilyushin IL  76TDRA,near novaya inya  russia,cargo         Russian - Military,0,18,18,12,2001-12-01
2001,Qtr 4,December,14,Unknown,LET,Let 410A5X CNF,geti democratic,Air CongoEagle Republic,0,6,6,12,2001-12-14
2001,Qtr 4,December,16,Unknown,LET,Let 410UVP EHK,near medellin colombia,Heliandes,0,16,16,12,2001-12-16
2001,Qtr 4,December,26,Unknown,Britten Norman,Britten Norman BN 2B TrislanderD,bremerhaven germany,Airline Bremerhaven BAL,0,8,9,12,2001-12-26
2002,Qtr 1,January,4,Unknown,Canadair,Canadair CL 604 N90AG,birmingham england,Corp Agco,0,5,5,1,2002-01-04
2002,Qtr 1,January,9,Unknown,Lockheed,Lockheed Hercules KC 130R160021,shamsi afb pakistan,Force Air U.S. - Military,0,7,7,1,2002-01-09
2002,Qtr 1,January,14,Spain,Embraer,Embraer EMB 120 BrasiliaEC,bilbao spain,Aérea Ibertrans,0,3,3,1,2002-01-14
2002,Qtr 1,January,15,Unknown,De Havilland,de Havilland DHC 6 Twin Otter 300XC,chilpancingo mexico,República la de General Procuraduría,0,5,17,1,2002-01-15
2002,Qtr 1,January,16,Unknown,Boeing,Boeing B 737,near solo indonesia,Airlines Indonesia Garuda,0,1,62,1,2002-01-16
2002,Qtr 1,January,17,Unknown,Fairchild,Fairchild FH 227EHC,near la bonita ecuador,Petroproducción,0,26,26,1,2002-01-17
2002,Qtr 1,January,27,Unknown,Antonov,Antonov AN 12T,near luena angola,Force Air  Angolan - Military,0,5,40,1,2002-01-27
2002,Qtr 1,January,28,Unknown,Boeing,Boeing B 727,near ipiales colombia,TAME,0,92,92,1,2002-01-28
2002,Qtr 1,February,12,Unknown,Tupolev,Tupolev TU 154EP,near khorramabed iran,Tours Air Iran,0,117,117,2,2002-02-12
2002,Qtr 1,February,15,Unknown,Antonov,Antonov 12BPER ADL,monrovia liberia,Tiramavia,0,1,10,2,2002-02-15
2002,Qtr 1,February,21,Unknown,Antonov,Antonov AN 2607RED,lakhta russia,Navy Russian - Military,0,17,20,2,2002-02-21
2002,Qtr 1,February,22,Unknown,Military Helicopter,MH  47 Chinook helicopter92,off dumaguete philippines,Army U.S. - Military,0,10,10,2,2002-02-22
2002,Qtr 1,March,9,Unknown,Antonov,Antonov 2TPLY AVD,monte rotondo italy,Prekés Svedijos,0,3,3,3,2002-03-09
2002,Qtr 1,March,14,Unknown,Antonov,Antonov AN 2CU,near placetas cuba,Aerotaxi - Charter,0,17,17,3,2002-03-14
2002,Qtr 1,March,17,Unknown,LET,Let 410UVP EJ2,off djibouti republic,Airlines DjiboutiDjibouti of,0,4,4,3,2002-03-17
2002,Qtr 2,April,12,Spain,Swearingen Sa.227Ac Metro,Swearingen SA.227AC Metro IIIEC GKR,palma de mallorca spain,Tadair,0,2,2,4,2002-04-12
2002,Qtr 2,April,15,Unknown,Boeing,Boeing B 767,busan south,China KoreaAir,0,128,166,4,2002-04-15
2002,Qtr 2,April,19,Unknown,Antonov,Antonov AN 32AHK,popayán colombia,Colombia SELVA,0,3,8,4,2002-04-19
2002,Qtr 2,April,28,Unknown,Mil,Mi  8 helicopter,near abakan russia,Private,0,8,20,4,2002-04-28
2002,Qtr 2,May,4,Unknown,Bac,BAC One Eleven 525FT5N,kano nigeria,Services) Airline (Executive Airlines EAS,78,74,77,5,2002-05-04
2002,Qtr 2,May,7,China,McDonnell Douglas,McDonnell Douglas MD 82B,off dalian china,Airlines Northern China,0,112,112,5,2002-05-07
2002,Qtr 2,May,7,Unknown,Boeing,Boeing B 737,near tunis tunisia,Egypt,0,14,62,5,2002-05-07
2002,Qtr 2,May,21,Unknown,LET,LET 410UVP9Q CEX,near calabar nigeria,Services Air Executive Sky,0,5,5,5,2002-05-21
2002,Qtr 2,May,25,Unknown,De Havilland,de Havilland Canada DHC 6 Twin Otter 300PK,near nabire indonesia,Service Air Trigana,0,6,6,5,2002-05-25
2002,Qtr 2,May,25,Unknown,Boeing,Boeing B 747,off penghu island taiwan,(Taiwan) Airlines China,0,225,225,5,2002-05-25
2002,Qtr 2,June,1,Unknown,Hawker,Hawker Siddeley HS 748,george south,Charter - Aviation AfricaAirquarius,0,3,3,6,2002-06-01
2002,Qtr 2,June,2,Unknown,Mil,Mi  17,near ndalatando angola,Forces Armed Angolan - Military,0,20,25,6,2002-06-02
2002,Qtr 2,June,12,Unknown,Lockheed,Lockheed MC 130H Hercules84,near gardez afghanistan,Force Air U.S. - Military,0,3,10,6,2002-06-12
2002,Qtr 3,July,1,Unknown,Tupolev,Tupolev TU 154M / Boeing B,uberlingen germany,Express Worldwide DHL / Airlines Bashkirian,0,71,71,7,2002-07-01
2002,Qtr 3,July,4,Unknown,Boeing,Boeing B 707,bangui central,Charter (Cargo) Airlines RepublicPrestige African,0,27,27,7,2002-07-04
2002,Qtr 3,July,16,Unknown,Britten,Britten  Norman BN,near long barai indonesia,Charter Air Raya Merauke Sabang,0,10,10,7,2002-07-16
2002,Qtr 3,July,16,Unknown,Sikorsky,Sikorsky S 76AG,off cromer norfork,England Bristow Helicopters,0,11,11,7,2002-07-16
2002,Qtr 3,July,17,Unknown,De Havilland,de Havilland Canada DHC 6 Twin Otter 3009N,surkhet nepal,Airways Skyline,0,4,4,7,2002-07-17
2002,Qtr 3,July,27,Unknown,Sukhoi,Sukhoi Su 2742,lviv ukraine,Force Air Ukraine - Military,85,0,2,7,2002-07-27
2002,Qtr 3,July,28,Unknown,Ilyushin,Iluyshin Il 86RA,moscow russia,Enterprise Aviation Pulkovo,0,14,16,7,2002-07-28
2002,Qtr 3,August,7,Unknown,Lockheed,Lockheed MC 130H Hercules90,caguas puerto,Force Air U.S. - RicoMilitary,0,10,10,8,2002-08-07
2002,Qtr 3,August,15,Unknown,Xian Yunshuji,Yunshuji Y 8DCR,kadjuduwa watta sri,Force Air Lanka Sri - LankaMilitary,0,5,5,8,2002-08-15
2002,Qtr 3,August,19,Unknown,Mil,Mil Mi 2689RED,khankala chechnya,Force Air Russian - Military,0,121,147,8,2002-08-19
2002,Qtr 3,August,22,Unknown,De Havilland,de Havilland Canada DHC 6,pokhara nepal,Air La Shangri,0,18,18,8,2002-08-22
2002,Qtr 3,August,29,Unknown,Antonov,Antonov AN 28RA,near ayan russia,Aviakompania Vostok,0,16,16,8,2002-08-29
2002,Qtr 3,August,30,Brazil,Embraer 120Er,Embraer 120ER BrasiliaPT WRQ,rio branco brazil,Aéreo Taxi Rico,0,23,31,8,2002-08-30
2002,Qtr 3,September,14,Unknown,ATR,ATR 42 300PT,paranapanema sao,Brazil          Paulo Total  Air Lines,0,2,2,9,2002-09-14
2002,Qtr 3,September,28,Canada,De Havilland,de Havilland Canada DHC 3 OtterC,near natashquan quebec,Canada Deraps Aviation,0,3,4,9,2002-09-28
2002,Qtr 4,October,1,India,Ilyushin,Ilyushin IL 38 / Ilyushin IL,vasco india,Navy Indian - Military,5,12,12,10,2002-10-01
2002,Qtr 4,November,6,Unknown,Fokker,Fokker 50LX LGB,near niederanven luxembourg,Luxair,0,20,22,11,2002-11-06
2002,Qtr 4,November,7,Unknown,Britten,Britten  Norman BN,tarakan indonesia,Services Air Dirgantara,0,7,10,11,2002-11-07
2002,Qtr 4,November,8,Unknown,IAI,IAI 1124A WestwindN61RS,taos new,Aviation MexicoRichmor,0,2,2,11,2002-11-08
2002,Qtr 4,November,11,Unknown,Fokker F27 Friendship,Fokker F27 Friendship 100RP C6888,manila philippines,Airlines International Laoag,0,19,34,11,2002-11-11
2002,Qtr 4,November,28,Unknown,LET,Let 410UVP E205Y,masai mara game reserve kenya,Aviation Eagle,0,1,20,11,2002-11-28
2002,Qtr 4,December,13,Unknown,Britten,Britten  Norman BN,gohu airstrip papua,Ltd. Airways GuineaIsland New,0,8,8,12,2002-12-13
2002,Qtr 4,December,17,United States,Cessna,Cessna 208B Caravan I Super CargomasterN277PM,rockford illinois,Planemasters,0,1,1,12,2002-12-17
2002,Qtr 4,December,21,Unknown,Aerospatiale,Aérospatiale/Aeritalia ATR 72,off pachao tao taiwan,Airways Transasia,0,2,2,12,2002-12-21
2002,Qtr 4,December,23,Unknown,Antonov,Antonov AN 140UR,near isfanan iran,Aeromist-Kharkiv,0,44,44,12,2002-12-23
2002,Qtr 4,December,26,Brazil,Embraer,Embraer  110 C,curitiba brazil,Force Air Brazilian - Military,0,3,16,12,2002-12-26
2002,Qtr 4,December,27,Unknown,LET,Let 410UVP9XR RB,anjouan comoros,Airlines IslandsOcean,0,1,16,12,2002-12-27
2003,Qtr 1,January,8,Unknown,Beech,Beech BE 1900DN233YV,charlotte north,Midwest Express/Air Air CarolinaUS,0,21,21,1,2003-01-08
2003,Qtr 1,January,8,Unknown,Bae Avro,BAe Avro RJ 100TC,diyarbakir turkey,(THY) Airlines Turkish,0,75,80,1,2003-01-08
2003,Qtr 1,January,9,Unknown,Fokker,Fokker 28 Fellowship 1000OB 1396,near chachapoyas peru,Airlines TANS,0,46,46,1,2003-01-09
2003,Qtr 1,January,17,Unknown,Antonov,Antonov 24BER AFT,near ndjolé gabon,Aerocom,0,7,7,1,2003-01-17
2003,Qtr 1,January,24,Unknown,Grumman,Grumman G 159 Gulfstream I5Y,busia kenya,Services Commuter African,0,3,13,1,2003-01-24
2003,Qtr 1,January,31,Unknown,Ilyushin,Ilyushin II 76TDRDPL,baucau east,Aviation Asia TimorEuro,0,6,6,1,2003-01-31
2003,Qtr 1,February,7,Unknown,Antonov,Antonov 12BPUR LIP,near agadir morocco,Enterprise Aviation Volare,0,8,8,2,2003-02-07
2003,Qtr 1,February,10,Unknown,Antonov,Antonov AN 28ES,tallinn estonia,Enimex,0,2,3,2,2003-02-10
2003,Qtr 1,February,16,Unknown,Cessna,Cessna 421N421TJ,ferguson kentucky,Co. Aircraft Northern Great - Taxi Air,0,3,7,2,2003-02-16
2003,Qtr 1,February,19,Unknown,Ilyushin,Ilyushin Il 76MD15,near shahdad iran,Corps Guards Revolution's Islamic - Military,0,275,275,2,2003-02-19
2003,Qtr 1,February,20,Unknown,Fokker,Fokker F 27 Friendship 20010254,near kohat pakistan,Force Air Pakistan - Military,0,17,17,2,2003-02-20
2003,Qtr 1,March,1,Unknown,LET,Let L 410UVPFLARF,near barki russia,skydiving - Kabanov - Private,0,11,25,3,2003-03-01
2003,Qtr 1,March,6,Unknown,Boeing,Boeing B 737,tamanrasset algeria,Algerie Air,0,102,103,3,2003-03-06
2003,Qtr 1,March,27,Unknown,De Havilland,de Havilland Canada DHC 6 Twin OtterPK,mulia indonesia,Regional Air PT,0,4,16,3,2003-03-27
2003,Qtr 1,March,28,United States,Beech,Beech A36N1636W,new vienna iowa,Charter - Club Flying Hancock Morris,0,3,3,3,2003-03-28
2003,Qtr 2,May,8,Unknown,Ilyushin,Illyushin 76UR UCB,near kinshasa congo,Charter Army Congolese  - Airlines Cargo Ukrainian,0,129,200,5,2003-05-08
2003,Qtr 2,May,26,Unknown,Yakovlev,Yakovlev 42DUR 42352,near macka turkey,Airlines Ukranian-Mediterranean,0,75,75,5,2003-05-26
2003,Qtr 2,May,28,United States,Cessna,Cessna 185N70176,talkeetna alaska,Taxi Air - Service Air Mc,0,4,4,5,2003-05-28
2003,Qtr 2,June,1,Unknown,Learjet,Gates Learjet 45I ERJC,milan italy,Italila Eurojet,0,2,2,6,2003-06-01
2003,Qtr 2,June,4,Unknown,Emb 721C,EMB 721C SertanejoPT EPH,near oiapoque,Taxi Air Zero Marco - Taxi BrazilAir,0,5,5,6,2003-06-04
2003,Qtr 2,June,6,Unknown,Piper,Piper PA 31,christchurch new,Ltd Zealand New Adventures Air - ZealandCharter,0,8,10,6,2003-06-06
2003,Qtr 2,June,11,Brazil,Embraer,Embraer 820C NavajoPT EHH,belo horizonte brazil,Taxi Air Astro,0,4,4,6,2003-06-11
2003,Qtr 2,June,15,United States,McDonnell Douglas,McDonnell Douglas 369DN4493M,volcano hawaii,Helicopters Tour Paradise,0,4,4,6,2003-06-15
2003,Qtr 2,June,22,Unknown,Canadair,Canadair CRJ 100ERF,near brest france,Air Brit,0,1,24,6,2003-06-22
2003,Qtr 2,June,25,United States,Cessna,Cessna 180HN91303,anchor point alaska,Taxi Air - Air Bay Hallo,0,3,3,6,2003-06-25
2003,Qtr 2,June,25,Unknown,Lockheed,Lockheed C 130 Hercules,near rudshour iran,Force Air Iran of Republic Islamic - Military,0,7,7,6,2003-06-25
2003,Qtr 2,June,26,Unknown,Cessna 208B Grand,Cessna 208B Grand CaravanV5 CAS,near rooisand desert ranch namibia,Aviation Comvac,0,4,4,6,2003-06-26
2003,Qtr 2,June,30,Unknown,Lockheed,Lockheed C 130H Hercules7T,blida algeria,Force Air Algerian - Military,11,4,4,6,2003-06-30
2003,Qtr 3,July,1,Unknown,Mitsubishi,Mitsubishi MU 2B 35PT LFX,belem para,Brazil Heringer Air Taxi,0,4,4,7,2003-07-01
2003,Qtr 3,July,5,Unknown,Sikorksky,Sikorsky  S 76 APT YVM,macaé rio,Brazil         Janeiro de BHS - Brazilian Helicopter Services,0,5,5,7,2003-07-05
2003,Qtr 3,July,8,Unknown,Boeing,Boeing 737 2J8CST,port sudan sudan,Airways Sudan,0,117,117,7,2003-07-08
2003,Qtr 3,July,13,Unknown,Cessna,Cessna 402CN314AB,off treasure cay bahamas,Sunshine Air,0,2,10,7,2003-07-13
2003,Qtr 3,July,13,Unknown,LET,Let 410UVP EYV,near san cristobal venezuela,Aérea Compania Duran & Ruiban,0,4,10,7,2003-07-13
2003,Qtr 3,July,19,Unknown,Swearingen,Swearingen SA 226T Metro IIZS,mount kenya kenya,Charter Air Blake Ryan,0,14,14,7,2003-07-19
2003,Qtr 3,July,23,Unknown,Bell,Bell 206BN37741,waialeale,Hawaii Jack Harter Helicopters,0,5,5,7,2003-07-23
2003,Qtr 3,August,4,United States,Learjet,Gates Learjet 35AN135PT,groton connecticut,Pro Jet,0,2,2,8,2003-08-04
2003,Qtr 3,August,8,Unknown,Cessna 208B Grand,Cessna 208B Grand CaravanYV 1069C,tocomita venezuela,(SASCA) Sucre Aeronauticos Servicios,0,1,16,8,2003-08-08
2003,Qtr 3,August,17,United States,Reims Aviation,Reims Aviation 406N6591L,near barrow alaska,Inc. Services Aviation Hageland,0,2,2,8,2003-08-17
2003,Qtr 3,August,20,Unknown,Mil,Mi  8 helicopter,kamchatka peninsula russia,Khalatyrka,0,20,20,8,2003-08-20
2003,Qtr 3,August,24,Unknown,LET,Let 420UVP EHH,cap haitien haiti,Airways Tropical,0,21,21,8,2003-08-24
2003,Qtr 3,August,26,United States,Beechcraft,Beechcraft 1900DN240CJ,off hyannis massachusetts,Express Airways US,0,2,2,8,2003-08-26
2003,Qtr 3,September,11,Unknown,Cessna 208B Grand,Cessna 208B Grand CaravanC FKAB,near summer beaver canada,Airways Wasaya,0,8,8,9,2003-09-11
2003,Qtr 3,September,19,Unknown,Lockheed,Lockheed C 130A Hercules3603,near la quemada mexico,Force Air Mexican - Military,0,6,6,9,2003-09-19
2003,Qtr 3,September,19,United States,Lear jet,Learjet 25BN666TW,del rio texas,Charter Jet Ameristar,0,1,2,9,2003-09-19
2003,Qtr 3,September,20,United States,Aerospatiale,Aerospatiale AS350BAN270SH,near meadview arizona,Helicopters Sundance,0,7,7,9,2003-09-20
2003,Qtr 3,September,27,Canada,Piper,Piper PA31 310C,gaspé quebec,Canada Les Ailes de Gaspé Inc.,0,3,3,9,2003-09-27
2003,Qtr 4,October,3,Unknown,Emb 721C,EMB 721C SertanejoPT EBK,sao gabriel de cachoeriaair taxi - rumo notre air taxi,Unknown,0,4,4,10,2003-10-03
2003,Qtr 4,October,3,Unknown,Convair,Convair CV 580FZK,off waikanae new,Zealand New Freight ZealandAir,0,2,2,10,2003-10-03
2003,Qtr 4,October,11,Unknown,Antonov,Antonov AN 2TPYV,uriman venezuela,Transmandu,0,1,2,10,2003-10-11
2003,Qtr 4,October,26,Unknown,Fairchild,Fairchild Hiller FH 227BLV,buenos aires argentina,Aerea Linea CATA,0,5,5,10,2003-10-26
2003,Qtr 4,October,27,Unknown,Hawker,Hawker 800AXA ISH,tampico mexico,Aeroextra,0,3,3,10,2003-10-27
2003,Qtr 4,October,29,United States,Cessna,Cessna 208B Caravan I Super CargomasterN791FE,cody wyoming,Fed,0,1,1,10,2003-10-29
2003,Qtr 4,November,2,Unknown,Unknown,CH  47 Chinook,near hasi iraq,Army U.S. - Military,0,15,36,11,2003-11-02
2003,Qtr 4,November,8,Unknown,Robinson R44,Robertson R44 helicopterVH YKL,200 miles ne of derby australia,Taxi Air - Ltd. Pty WA Heliwork,0,4,4,11,2003-11-08
2003,Qtr 4,November,8,Unknown,Short Brothers,Shorts SC 7 Skyvan 3M Variant 1008R,near ogle guyana,Airways Guyana Trans,0,2,7,11,2003-11-08
2003,Qtr 4,November,15,Unknown,Unknown,UH  60 Black Hawk / UH,mosul iraq,Army U.S. - Military,0,17,22,11,2003-11-15
2003,Qtr 4,November,29,Unknown,Antonov,Antonov AN 269T,boende congo,Force Air Congolese - Military,13,20,24,11,2003-11-29
2003,Qtr 4,November,29,United States,Swearingen Sa227At Merlin,Swearingen SA227AT Merlin IVCN439AF,spokane washington,Ameriflight,0,1,1,11,2003-11-29
